attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
no,19,travel_rarely,265,research_development,25,3,life_sciences,1,1269,2,female,57,4,1,research_scientist,4,single,2994,21221,1,y,yes,12,3,4,80,0,1,2,3,1,0,0,1
no,23,travel_rarely,373,research_development,1,2,life_sciences,1,1270,4,male,47,3,1,research_scientist,3,married,1223,16901,1,y,no,22,4,4,80,1,1,2,3,1,0,0,1
yes,25,travel_frequently,599,sales,24,1,life_sciences,1,1273,3,male,73,1,1,sales_representative,4,single,1118,8040,1,y,yes,14,3,4,80,0,1,4,3,1,0,1,0
no,26,travel_rarely,583,research_development,4,2,life_sciences,1,1275,3,male,53,3,1,research_scientist,4,single,2875,9973,1,y,yes,20,4,2,80,0,8,2,2,8,5,2,2
yes,45,travel_rarely,1449,sales,2,3,marketing,1,1277,1,female,94,1,5,manager,2,single,18824,2493,2,y,yes,16,3,1,80,0,26,2,3,24,10,1,11
no,55,non_travel,177,research_development,8,1,medical,1,1278,4,male,37,2,4,healthcare_representative,2,divorced,13577,25592,1,y,yes,15,3,4,80,1,34,3,3,33,9,15,0
yes,21,travel_frequently,251,research_development,10,2,life_sciences,1,1279,1,female,45,2,1,laboratory_technician,3,single,2625,25308,1,y,no,20,4,3,80,0,2,2,1,2,2,2,2
no,46,travel_rarely,168,sales,4,2,marketing,1,1280,4,female,33,2,5,manager,2,married,18789,9946,2,y,no,14,3,3,80,1,26,2,3,11,4,0,8
no,34,travel_rarely,131,sales,2,3,marketing,1,1281,3,female,86,3,2,sales_executive,1,single,4538,6039,0,y,yes,12,3,4,80,0,4,3,3,3,2,0,2
no,51,travel_frequently,237,sales,9,3,life_sciences,1,1282,4,male,83,3,5,manager,2,divorced,19847,19196,4,y,yes,24,4,1,80,1,31,5,2,29,10,11,10
no,59,travel_rarely,1429,research_development,18,4,medical,1,1283,4,male,67,3,3,manufacturing_director,4,single,10512,20002,6,y,no,12,3,4,80,0,25,6,2,9,7,5,4
no,34,travel_frequently,135,research_development,19,3,medical,1,1285,3,female,46,3,2,laboratory_technician,2,divorced,4444,22534,4,y,no,13,3,3,80,2,15,2,4,11,8,5,10
no,28,travel_frequently,791,research_development,1,4,medical,1,1286,4,male,44,3,1,laboratory_technician,3,single,2154,6842,0,y,yes,11,3,3,80,0,5,2,2,4,2,0,2
no,44,travel_rarely,1199,research_development,4,2,life_sciences,1,1288,3,male,92,4,5,manager,1,divorced,19190,17477,1,y,no,14,3,4,80,2,26,4,2,25,9,14,13
no,34,travel_frequently,648,human_resources,11,3,life_sciences,1,1289,3,male,56,2,2,human_resources,2,married,4490,21833,4,y,no,11,3,4,80,2,14,5,4,10,9,1,8
no,35,travel_rarely,735,research_development,6,1,life_sciences,1,1291,3,male,66,3,1,research_scientist,3,married,3506,6020,0,y,yes,14,3,4,80,0,4,3,3,3,2,2,2
no,42,travel_rarely,603,research_development,7,4,medical,1,1292,2,female,78,4,2,research_scientist,2,married,2372,5628,6,y,yes,16,3,4,80,0,18,2,3,1,0,0,0
no,43,travel_rarely,531,sales,4,4,marketing,1,1293,4,female,56,2,3,sales_executive,4,single,10231,20364,3,y,no,14,3,4,80,0,23,3,4,21,7,15,17
no,36,travel_rarely,429,research_development,2,4,life_sciences,1,1294,3,female,53,3,2,manufacturing_director,2,single,5410,2323,9,y,yes,11,3,4,80,0,18,2,3,16,14,5,12
yes,44,travel_rarely,621,research_development,15,3,medical,1,1295,1,female,73,3,3,healthcare_representative,4,married,7978,14075,1,y,no,11,3,4,80,1,10,2,3,10,7,0,5
no,28,travel_frequently,193,research_development,2,3,life_sciences,1,1296,4,male,52,2,1,laboratory_technician,4,married,3867,14222,1,y,yes,12,3,2,80,1,2,2,3,2,2,2,2
no,51,travel_frequently,968,research_development,6,2,medical,1,1297,2,female,40,2,1,laboratory_technician,3,single,2838,4257,0,y,no,14,3,2,80,0,8,6,2,7,0,7,7
no,30,non_travel,879,research_development,9,2,medical,1,1298,3,female,72,3,2,manufacturing_director,3,single,4695,12858,7,y,yes,18,3,3,80,0,10,3,3,8,4,1,7
yes,29,travel_rarely,806,research_development,7,3,technical_degree,1,1299,2,female,39,3,1,laboratory_technician,3,divorced,3339,17285,3,y,yes,13,3,1,80,2,10,2,3,7,7,7,7
no,28,travel_rarely,640,research_development,1,3,technical_degree,1,1301,4,male,84,3,1,research_scientist,1,single,2080,4732,2,y,no,11,3,2,80,0,5,2,2,3,2,1,2
no,25,travel_rarely,266,research_development,1,3,medical,1,1303,4,female,40,3,1,research_scientist,2,single,2096,18830,1,y,no,18,3,4,80,0,2,3,2,2,2,2,1
no,32,travel_rarely,604,sales,8,3,medical,1,1304,3,male,56,4,2,sales_executive,4,married,6209,11693,1,y,no,15,3,3,80,2,10,4,4,10,7,0,8
no,45,travel_frequently,364,research_development,25,3,medical,1,1306,2,female,83,3,5,manager,2,single,18061,13035,3,y,no,22,4,3,80,0,22,4,3,0,0,0,0
no,39,travel_rarely,412,research_development,13,4,medical,1,1307,3,female,94,2,4,manager,2,divorced,17123,17334,6,y,yes,13,3,4,80,2,21,4,3,19,9,15,2
no,58,travel_rarely,848,research_development,23,4,life_sciences,1,1308,1,male,88,3,1,research_scientist,3,divorced,2372,26076,1,y,no,12,3,4,80,2,2,3,3,2,2,2,2
yes,32,travel_rarely,1089,research_development,7,2,life_sciences,1,1309,4,male,79,3,2,laboratory_technician,3,married,4883,22845,1,y,no,18,3,1,80,1,10,3,3,10,4,1,1
yes,39,travel_rarely,360,research_development,23,3,medical,1,1310,3,male,93,3,1,research_scientist,1,single,3904,22154,0,y,no,13,3,1,80,0,6,2,3,5,2,0,3
no,30,travel_rarely,1138,research_development,6,3,technical_degree,1,1311,1,female,48,2,2,laboratory_technician,4,married,4627,23631,0,y,no,12,3,1,80,1,10,6,3,9,2,6,7
no,36,travel_rarely,325,research_development,10,4,technical_degree,1,1312,4,female,63,3,3,healthcare_representative,3,married,7094,5747,3,y,no,12,3,1,80,0,10,0,3,7,7,1,7
no,46,travel_rarely,991,human_resources,1,2,life_sciences,1,1314,4,female,44,3,1,human_resources,1,single,3423,22957,6,y,no,12,3,3,80,0,10,3,4,7,6,5,7
no,28,non_travel,1476,research_development,1,3,life_sciences,1,1315,3,female,55,1,2,laboratory_technician,4,married,6674,16392,0,y,no,11,3,1,80,3,10,6,3,9,8,7,5
no,50,travel_rarely,1322,research_development,28,3,life_sciences,1,1317,4,female,43,3,4,research_director,1,married,16880,22422,4,y,yes,11,3,2,80,0,25,2,3,3,2,1,2
yes,40,travel_rarely,299,sales,25,4,marketing,1,1318,4,male,57,2,3,sales_executive,2,single,9094,17235,2,y,yes,12,3,3,80,0,9,2,3,5,4,1,0
yes,52,travel_rarely,1030,sales,5,3,life_sciences,1,1319,2,male,64,3,3,sales_executive,2,single,8446,21534,9,y,yes,19,3,3,80,0,10,2,2,8,7,7,7
no,30,travel_rarely,634,research_development,17,4,medical,1,1321,2,female,95,3,3,manager,1,married,11916,25927,1,y,yes,23,4,4,80,2,9,2,3,9,1,0,8
no,39,travel_rarely,524,research_development,18,2,life_sciences,1,1322,1,male,32,3,2,manufacturing_director,3,single,4534,13352,0,y,no,11,3,1,80,0,9,6,3,8,7,1,7
no,31,non_travel,587,sales,2,4,life_sciences,1,1324,4,female,57,3,3,sales_executive,3,divorced,9852,8935,1,y,yes,19,3,1,80,1,10,5,2,10,8,9,6
no,41,non_travel,256,sales,10,2,medical,1,1329,3,male,40,1,2,sales_executive,2,single,6151,22074,1,y,no,13,3,1,80,0,19,4,3,19,2,11,9
yes,31,travel_frequently,1060,sales,1,3,life_sciences,1,1331,4,female,54,3,1,sales_representative,2,single,2302,8319,1,y,yes,11,3,1,80,0,3,2,4,3,2,2,2
yes,44,travel_rarely,935,research_development,3,3,life_sciences,1,1333,1,male,89,3,1,laboratory_technician,1,married,2362,14669,4,y,no,12,3,3,80,0,10,4,4,3,2,1,2
no,42,non_travel,495,research_development,2,1,life_sciences,1,1334,3,male,37,3,4,manager,3,married,17861,26582,0,y,yes,13,3,4,80,0,21,3,2,20,8,2,10
no,55,travel_rarely,282,research_development,2,2,medical,1,1336,4,female,58,1,5,manager,3,married,19187,6992,4,y,no,14,3,4,80,1,23,5,3,19,9,9,11
no,56,travel_rarely,206,human_resources,8,4,life_sciences,1,1338,4,male,99,3,5,manager,2,single,19717,4022,6,y,no,14,3,1,80,0,36,4,3,7,3,7,7
no,40,non_travel,458,research_development,16,2,life_sciences,1,1340,3,male,74,3,1,research_scientist,3,divorced,3544,8532,9,y,no,16,3,2,80,1,6,0,3,4,2,0,0
no,34,travel_rarely,943,research_development,9,3,life_sciences,1,1344,4,male,86,3,3,healthcare_representative,4,divorced,8500,5494,0,y,no,11,3,4,80,1,10,0,2,9,7,1,6
no,40,travel_rarely,523,research_development,2,3,life_sciences,1,1346,3,male,98,3,2,research_scientist,4,single,4661,22455,1,y,no,13,3,3,80,0,9,4,3,9,8,8,8
no,41,travel_frequently,1018,sales,1,3,marketing,1,1349,3,female,66,3,2,sales_executive,1,divorced,4103,4297,0,y,no,17,3,4,80,1,10,2,3,9,3,1,7
no,35,travel_frequently,482,research_development,4,4,life_sciences,1,1350,3,male,87,3,2,research_scientist,3,single,4249,2690,1,y,yes,11,3,2,80,0,9,3,3,9,6,1,1
no,51,travel_rarely,770,human_resources,5,3,life_sciences,1,1352,3,male,84,3,4,manager,2,divorced,14026,17588,1,y,yes,11,3,2,80,1,33,2,3,33,9,0,10
no,38,travel_rarely,1009,sales,2,2,life_sciences,1,1355,2,female,31,3,2,sales_executive,1,divorced,6893,19461,3,y,no,15,3,4,80,1,11,3,3,7,7,1,7
no,34,travel_rarely,507,sales,15,2,medical,1,1356,3,female,66,3,2,sales_executive,1,single,6125,23553,1,y,no,12,3,4,80,0,10,6,4,10,8,9,6
no,25,travel_rarely,882,research_development,19,1,medical,1,1358,4,male,67,3,1,laboratory_technician,4,married,3669,9075,3,y,no,11,3,3,80,3,7,6,2,3,2,1,2
yes,58,travel_rarely,601,research_development,7,4,medical,1,1360,3,female,53,2,3,manufacturing_director,1,married,10008,12023,7,y,yes,14,3,4,80,0,31,0,2,10,9,5,9
no,40,travel_rarely,329,research_development,1,4,life_sciences,1,1361,2,male,88,3,1,laboratory_technician,2,married,2387,6762,3,y,no,22,4,3,80,1,7,3,3,4,2,0,3
no,36,travel_frequently,607,sales,7,3,marketing,1,1362,1,female,83,4,2,sales_executive,1,married,4639,2261,2,y,no,16,3,4,80,1,17,2,2,15,7,6,13
no,48,travel_rarely,855,research_development,4,3,life_sciences,1,1363,4,male,54,3,3,manufacturing_director,4,single,7898,18706,1,y,no,11,3,3,80,0,11,2,3,10,9,0,8
no,27,travel_rarely,1291,sales,11,3,medical,1,1364,3,female,98,4,1,sales_representative,4,married,2534,6527,8,y,no,14,3,2,80,1,5,4,3,1,0,0,0
no,51,travel_rarely,1405,research_development,11,2,technical_degree,1,1367,4,female,82,2,4,manufacturing_director,2,single,13142,24439,3,y,no,16,3,2,80,0,29,1,2,5,2,0,3
no,18,non_travel,1124,research_development,1,3,life_sciences,1,1368,4,female,97,3,1,laboratory_technician,4,single,1611,19305,1,y,no,15,3,3,80,0,0,5,4,0,0,0,0
no,35,travel_rarely,817,research_development,1,3,medical,1,1369,4,female,60,2,2,laboratory_technician,4,married,5363,10846,0,y,no,12,3,2,80,1,10,0,3,9,7,0,0
no,27,travel_frequently,793,sales,2,1,life_sciences,1,1371,4,male,43,1,2,sales_executive,4,single,5071,20392,3,y,no,20,4,2,80,0,8,3,3,6,2,0,0
yes,55,travel_rarely,267,sales,13,4,marketing,1,1372,1,male,85,4,4,sales_executive,3,single,13695,9277,6,y,yes,17,3,3,80,0,24,2,2,19,7,3,8
no,56,travel_rarely,1369,research_development,23,3,life_sciences,1,1373,4,male,68,3,4,manufacturing_director,2,married,13402,18235,4,y,yes,12,3,1,80,1,33,0,3,19,16,15,9
no,34,non_travel,999,research_development,26,1,technical_degree,1,1374,1,female,92,2,1,research_scientist,3,divorced,2029,15891,1,y,no,20,4,3,80,3,5,2,3,5,4,0,0
no,40,travel_rarely,1202,research_development,2,1,medical,1,1375,2,female,89,4,2,healthcare_representative,3,divorced,6377,13888,5,y,no,20,4,2,80,3,15,0,3,12,11,11,8
no,34,travel_rarely,285,research_development,29,3,medical,1,1377,2,male,86,3,2,laboratory_technician,3,married,5429,17491,4,y,no,13,3,1,80,2,10,1,3,8,7,7,7
yes,31,travel_frequently,703,sales,2,3,life_sciences,1,1379,3,female,90,2,1,sales_representative,4,single,2785,11882,7,y,no,14,3,3,80,0,3,3,4,1,0,0,0
yes,35,travel_frequently,662,sales,18,4,marketing,1,1380,4,female,67,3,2,sales_executive,3,married,4614,23288,0,y,yes,18,3,3,80,1,5,0,2,4,2,3,2
no,38,travel_frequently,693,research_development,7,3,life_sciences,1,1382,4,male,57,4,1,research_scientist,3,divorced,2610,15748,1,y,no,11,3,4,80,3,4,2,3,4,2,0,3
no,34,travel_rarely,404,research_development,2,4,technical_degree,1,1383,3,female,98,3,2,healthcare_representative,4,single,6687,6163,1,y,no,11,3,4,80,0,14,2,4,14,11,4,11
no,28,travel_rarely,736,sales,26,3,life_sciences,1,1387,3,male,48,2,2,sales_executive,1,married,4724,24232,1,y,no,11,3,3,80,1,5,0,3,5,3,0,4
yes,31,travel_rarely,330,research_development,22,4,medical,1,1389,4,male,98,3,2,manufacturing_director,3,married,6179,21057,1,y,yes,15,3,4,80,2,10,3,2,10,2,6,7
no,39,travel_rarely,1498,sales,21,4,life_sciences,1,1390,1,male,44,2,2,sales_executive,4,married,6120,3567,3,y,yes,12,3,4,80,2,8,2,4,5,4,1,4
no,51,travel_frequently,541,sales,2,3,marketing,1,1391,2,male,52,3,3,sales_executive,2,married,10596,15395,2,y,no,11,3,2,80,0,14,5,3,4,2,3,2
no,41,travel_frequently,1200,research_development,22,3,life_sciences,1,1392,4,female,75,3,2,research_scientist,4,divorced,5467,13953,3,y,yes,14,3,1,80,2,12,4,2,6,2,3,3
no,37,travel_rarely,1439,research_development,4,1,life_sciences,1,1394,3,male,54,3,1,research_scientist,3,married,2996,5182,7,y,yes,15,3,4,80,0,8,2,3,6,4,1,3
no,33,travel_frequently,1111,sales,5,1,life_sciences,1,1395,2,male,61,3,2,sales_executive,4,married,9998,19293,6,y,no,13,3,1,80,0,8,2,4,5,4,1,2
no,32,travel_rarely,499,sales,2,1,marketing,1,1396,3,male,36,3,2,sales_executive,2,married,4078,20497,0,y,yes,13,3,1,80,3,4,3,2,3,2,1,2
no,39,non_travel,1485,research_development,25,2,life_sciences,1,1397,3,male,71,3,3,healthcare_representative,3,married,10920,3449,3,y,no,21,4,2,80,1,13,2,3,6,4,0,5
no,25,travel_rarely,1372,sales,18,1,life_sciences,1,1399,1,male,93,4,2,sales_executive,3,married,6232,12477,2,y,no,11,3,2,80,0,6,3,2,3,2,1,2
no,52,travel_frequently,322,research_development,28,2,medical,1,1401,4,female,59,4,4,manufacturing_director,3,married,13247,9731,2,y,yes,11,3,2,80,1,24,3,2,5,3,0,2
no,43,travel_rarely,930,research_development,6,3,medical,1,1402,1,female,73,2,2,research_scientist,3,single,4081,20003,1,y,yes,14,3,1,80,0,20,3,1,20,7,1,8
no,27,travel_rarely,205,sales,10,3,marketing,1,1403,4,female,98,2,2,sales_executive,4,married,5769,7100,1,y,yes,11,3,4,80,0,6,3,3,6,2,4,4
yes,27,travel_rarely,135,research_development,17,4,life_sciences,1,1405,4,female,51,3,1,research_scientist,3,single,2394,25681,1,y,yes,13,3,4,80,0,8,2,3,8,2,7,7
no,26,travel_rarely,683,research_development,2,1,medical,1,1407,1,male,36,2,1,research_scientist,4,single,3904,4050,0,y,no,12,3,4,80,0,5,2,3,4,3,1,1
no,42,travel_rarely,1147,human_resources,10,3,human_resources,1,1408,3,female,31,3,4,manager,1,married,16799,16616,0,y,no,14,3,3,80,1,21,5,3,20,7,0,9
no,52,travel_rarely,258,research_development,8,4,other,1,1409,3,female,54,3,1,laboratory_technician,1,married,2950,17363,9,y,no,13,3,3,80,0,12,2,1,5,4,0,4
no,37,travel_rarely,1462,research_development,11,3,medical,1,1411,1,female,94,3,1,laboratory_technician,3,single,3629,19106,4,y,no,18,3,1,80,0,8,6,3,3,2,0,2
no,35,travel_frequently,200,research_development,18,2,life_sciences,1,1412,3,male,60,3,3,manufacturing_director,4,single,9362,19944,2,y,no,11,3,3,80,0,10,2,3,2,2,2,2
no,25,travel_rarely,949,research_development,1,3,technical_degree,1,1415,1,male,81,3,1,laboratory_technician,4,married,3229,4910,4,y,no,11,3,2,80,1,7,2,2,3,2,0,2
no,26,travel_rarely,652,research_development,7,3,other,1,1417,3,male,100,4,1,laboratory_technician,1,single,3578,23577,0,y,no,12,3,4,80,0,8,2,3,7,7,0,7
no,29,travel_rarely,332,human_resources,17,3,other,1,1419,2,male,51,2,3,human_resources,1,single,7988,9769,1,y,no,13,3,1,80,0,10,3,2,10,9,0,9
yes,49,travel_frequently,1475,research_development,28,2,life_sciences,1,1420,1,male,97,2,2,laboratory_technician,1,single,4284,22710,3,y,no,20,4,1,80,0,20,2,3,4,3,1,3
yes,29,travel_frequently,337,research_development,14,1,other,1,1421,3,female,84,3,3,healthcare_representative,4,single,7553,22930,0,y,yes,12,3,1,80,0,9,1,3,8,7,7,7
no,54,travel_rarely,971,research_development,1,3,medical,1,1422,4,female,54,3,4,research_director,4,single,17328,5652,6,y,no,19,3,4,80,0,29,3,2,20,7,12,7
no,58,travel_rarely,1055,research_development,1,3,medical,1,1423,4,female,76,3,5,research_director,1,married,19701,22456,3,y,yes,21,4,3,80,1,32,3,3,9,8,1,5
no,55,travel_rarely,1136,research_development,1,4,medical,1,1424,2,male,81,4,4,research_director,4,divorced,14732,12414,2,y,no,13,3,4,80,2,31,4,4,7,7,0,0
no,36,travel_rarely,1174,sales,3,4,marketing,1,1425,1,female,99,3,2,sales_executive,2,single,9278,20763,3,y,yes,16,3,4,80,0,15,3,3,5,4,0,1
yes,31,travel_frequently,667,sales,1,4,life_sciences,1,1427,2,female,50,1,1,sales_representative,3,single,1359,16154,1,y,no,12,3,2,80,0,1,3,3,1,0,0,0
no,30,travel_rarely,855,sales,7,4,marketing,1,1428,4,female,73,3,2,sales_executive,1,divorced,4779,12761,7,y,no,14,3,2,80,2,8,3,3,3,2,0,2
no,31,travel_rarely,182,research_development,8,5,life_sciences,1,1430,1,female,93,3,4,research_director,2,single,16422,8847,3,y,no,11,3,3,80,0,9,3,4,3,2,1,0
no,34,travel_frequently,560,research_development,1,4,other,1,1431,4,male,91,3,1,research_scientist,1,divorced,2996,20284,5,y,no,14,3,3,80,2,10,2,3,4,3,1,3
yes,31,travel_rarely,202,research_development,8,3,life_sciences,1,1433,1,female,34,2,1,research_scientist,2,single,1261,22262,1,y,no,12,3,3,80,0,1,3,4,1,0,0,0
no,27,travel_rarely,1377,research_development,11,1,life_sciences,1,1434,2,male,91,3,1,laboratory_technician,1,married,2099,7679,0,y,no,14,3,2,80,0,6,3,4,5,0,1,4
no,36,travel_rarely,172,research_development,4,4,life_sciences,1,1435,1,male,37,2,2,laboratory_technician,4,single,5810,22604,1,y,no,16,3,3,80,0,10,2,2,10,4,1,8
no,36,travel_rarely,329,sales,16,4,marketing,1,1436,3,female,98,2,2,sales_executive,1,married,5647,13494,4,y,no,13,3,1,80,2,11,3,2,3,2,0,2
no,47,travel_rarely,465,research_development,1,3,technical_degree,1,1438,1,male,74,3,1,research_scientist,4,married,3420,10205,7,y,no,12,3,3,80,1,17,2,2,6,5,1,2
yes,25,travel_rarely,383,sales,9,2,life_sciences,1,1439,1,male,68,2,1,sales_representative,1,married,4400,15182,3,y,no,12,3,1,80,0,6,2,3,3,2,2,2
no,37,non_travel,1413,research_development,5,2,technical_degree,1,1440,3,male,84,4,1,laboratory_technician,3,single,3500,25470,0,y,no,14,3,1,80,0,7,2,1,6,5,1,3
no,56,travel_rarely,1255,research_development,1,2,life_sciences,1,1441,1,female,90,3,1,research_scientist,1,married,2066,10494,2,y,no,22,4,4,80,1,5,3,4,3,2,1,0
no,47,travel_rarely,359,research_development,2,4,medical,1,1443,1,female,82,3,4,research_director,3,married,17169,26703,3,y,no,19,3,2,80,2,26,2,4,20,17,5,6
no,24,travel_rarely,1476,sales,4,1,medical,1,1445,4,female,42,3,2,sales_executive,3,married,4162,15211,1,y,yes,12,3,3,80,2,5,3,3,5,4,0,3
no,32,travel_rarely,601,sales,7,5,marketing,1,1446,4,male,97,3,2,sales_executive,4,married,9204,23343,4,y,no,12,3,3,80,1,7,3,2,4,3,0,3
no,34,travel_rarely,401,research_development,1,3,life_sciences,1,1447,4,female,86,2,1,laboratory_technician,2,married,3294,3708,5,y,no,17,3,1,80,1,7,2,2,5,4,0,2
no,41,travel_rarely,1283,research_development,5,5,medical,1,1448,2,male,90,4,1,research_scientist,3,married,2127,5561,2,y,yes,12,3,1,80,0,7,5,2,4,2,0,3
no,40,non_travel,663,research_development,9,4,other,1,1449,3,male,81,3,2,laboratory_technician,3,divorced,3975,23099,3,y,no,11,3,3,80,2,11,2,4,8,7,0,7
no,31,travel_rarely,326,sales,8,2,life_sciences,1,1453,1,male,31,3,3,sales_executive,4,divorced,10793,8386,1,y,no,18,3,1,80,1,13,5,3,13,7,9,9
yes,46,travel_rarely,377,sales,9,3,marketing,1,1457,1,male,52,3,3,sales_executive,4,divorced,10096,15986,4,y,no,11,3,1,80,1,28,1,4,7,7,4,3
yes,39,non_travel,592,research_development,2,3,life_sciences,1,1458,1,female,54,2,1,laboratory_technician,1,single,3646,17181,2,y,yes,23,4,2,80,0,11,2,4,1,0,0,0
yes,31,travel_frequently,1445,research_development,1,5,life_sciences,1,1459,3,female,100,4,3,manufacturing_director,2,single,7446,8931,1,y,no,11,3,1,80,0,10,2,3,10,8,4,7
no,45,travel_rarely,1038,research_development,20,3,medical,1,1460,2,male,95,1,3,healthcare_representative,1,divorced,10851,19863,2,y,yes,18,3,2,80,1,24,2,3,7,7,0,7
no,31,travel_rarely,1398,human_resources,8,2,medical,1,1461,4,female,96,4,1,human_resources,2,single,2109,24609,9,y,no,18,3,4,80,0,8,3,3,3,2,0,2
yes,31,travel_frequently,523,research_development,2,3,life_sciences,1,1464,2,male,94,3,1,laboratory_technician,4,married,3722,21081,6,y,yes,13,3,3,80,1,7,2,1,2,2,2,2
no,45,travel_rarely,1448,research_development,29,3,technical_degree,1,1465,2,male,55,3,3,manufacturing_director,4,married,9380,14720,4,y,yes,18,3,4,80,2,10,4,4,3,1,1,2
no,48,travel_rarely,1221,sales,7,3,marketing,1,1466,3,male,96,3,2,sales_executive,1,divorced,5486,24795,4,y,no,11,3,1,80,3,15,3,3,2,2,2,2
yes,34,travel_rarely,1107,human_resources,9,4,technical_degree,1,1467,1,female,52,3,1,human_resources,3,married,2742,3072,1,y,no,15,3,4,80,0,2,0,3,2,2,2,2
no,40,non_travel,218,research_development,8,1,medical,1,1468,4,male,55,2,3,research_director,2,divorced,13757,25178,2,y,no,11,3,3,80,1,16,5,3,9,8,4,8
no,28,travel_rarely,866,sales,5,3,medical,1,1469,4,male,84,3,2,sales_executive,1,single,8463,23490,0,y,no,18,3,4,80,0,6,4,3,5,4,1,3
no,44,non_travel,981,research_development,5,3,life_sciences,1,1471,3,male,90,2,1,laboratory_technician,3,single,3162,7973,3,y,no,14,3,4,80,0,7,5,3,5,2,0,3
no,53,travel_rarely,447,research_development,2,3,medical,1,1472,4,male,39,4,4,research_director,2,single,16598,19764,4,y,no,12,3,2,80,0,35,2,2,9,8,8,8
no,49,travel_rarely,1495,research_development,5,4,technical_degree,1,1473,1,male,96,3,2,healthcare_representative,3,married,6651,21534,2,y,no,14,3,2,80,1,20,0,2,3,2,1,2
no,40,travel_rarely,896,research_development,2,3,medical,1,1474,3,male,68,3,1,research_scientist,3,divorced,2345,8045,2,y,no,14,3,3,80,1,8,3,4,3,1,1,2
